|name      |ra        |dec      |app_mag|spect_type|result_parallax|bv_color|ub_color|ri_color|
|NN 3339   |05 14 03.9|+08 00 31| 15.89 |DA8       | 40.0          | 0.42   |-0.40   |        |
|NN 3007   |00 08 00.0|+08 00 42| 13.07 |M3.5      | 44.0          | 1.52   |        | 1.04   |
|NN 4016   |17 38 51.4|+08 01 40| 12.28 |M4        | 48.0          | 1.57   |        | 1.00   |
|NN 3282A  |04 25 14.3|+08 02 54| 12.63 |m         | 42.0          |        |        | 1.05   |
|GJ 2128   |17 16 41.5|+08 03 35| 11.49 |M3.5      | 68.0          | 1.55   | 1.23   | 1.00   |
|NN 3283B  |04 25 16.3|+08 04 00| 14.97 |m         | 42.0          |        |        | 1.31   |
|NN 4241   |21 57 24.9|+08 08 07| 11.01 |M1        | 55.7          | 1.50   | 1.12   | 0.92   |
|NN 4374   |23 54 27.5|+08 09 42| 13.01 |M3:       | 43.0          | 1.50   |        | 1.10   |
|NN 4123   |19 49 38.3|+08 12 31| 15.21 |k         | 39.0          | 1.72   | 1.25   |        |
|NN 3984   |17 01 03.4|+08 12 34| 13.43 |m         | 47.0          |        |        | 1.17   |
|NN 3259   |04 00 28.0|+08 14 24| 15.87 |DC9       | 56.7          | 0.69   | 0.00   |        |
|NN 4364   |23 49 37.3|+08 21 29| 11.39 |M1        | 40.0          | 1.45   | 1.14   | 0.80   |
|Gl 611.3  |16 06 43.1|+08 23 12| 11.55 |dM3  e    | 36.6          | 1.46   |        | 0.85   |
|Gl 735    |18 55 27.2|+08 24 13| 10.11 |dM3  e    | 88.6          | 1.53   | 1.10   | 1.08   |
|Gl 469    |12 28 59.5|+08 25 49| 12.06 |M3.5      | 78.0          | 1.60   | 1.28   | 1.20   |
|NN 4115B  |19 35 05.7|+08 27 39| 12.52 |          | 48.0          | 1.52   |        | 0.99   |
|NN 4114A  |19 35 05.7|+08 27 39| 10.38 |dM1       | 48.0          | 1.46   | 1.22   | 0.77   |
|NN 3528   |09 02 17.8|+08 28 14| 11.75 |k         | 60.0          | 1.45   | 1.10   | 1.02   |
|NN 3522   |08 58 54.9|+08 28 43| 10.89 |k         |224.0          | 1.67   | 1.21   | 1.27   |
|NN 4192   |21 24 19.5|+08 30 14| 13.64 |m         | 40.0          |        |        | 1.15   |
|GJ 2085   |11 23 48.4|+08 33 37| 11.18 |dM1       | 48.0          | 1.48   | 1.14   | 0.82   |
|Wo 9773   |22 12 35.3|+08 33 40| 12.00 |M3        | 61.0          | 1.56   | 1.22   | 1.04   |
|GJ 2102   |13 33 34.8|+08 35 08|  7.98 |K0        | 52.7          | 1.00   | 0.90   | 0.37   |
|NN 3250   |03 47 19.2|+08 42 19| 14.51 |k-m       | 79.7          | 1.87   |        | 1.39   |
|NN 3703   |12 05 13.6|+08 43 54|  4.13 |G8 IIIa CN| 40.4          | 0.98   | 0.63   | 0.49   |
|GJ 1204   |16 36 07.1|+08 48 50| 13.80 |m         | 65.2          | 1.65   |        | 1.29   |
|Gl 471    |12 31 18.4|+08 49 02|  9.70 |dM1       | 66.8          | 1.45   | 1.23   | 0.72   |
|NN 3270   |04 17 18.0|+08 49 38| 13.82 |dM4  e    | 95.0          |        |        | 1.40   |
|Gl 299    |08 11 53.6|+08 50 42| 12.83 |dM5       |148.0          | 1.77   | 1.40   | 1.31   |
|Gl 768    |19 50 45.6|+08 51 47|  0.77 |A7 IV-V   |201.0          | 0.22   | 0.08   | 0.02   |
|NN 3043   |00 36 24.3|+08 52 30|  7.87 |G5        | 46.0          |        |        |        |
|NN 3846   |14 24 54.6|+08 53 10| 12.26 |m         | 66.0          | 1.63   | 1.23   | 1.10   |
|GJ 2155   |23 26 11.2|+08 53 31| 10.54 |K7        | 51.0          | 1.50   | 1.20   | 0.70   |
|NN 4160A  |20 44 30.9|+08 53 55| 11.27 |k-m       | 52.0          |        |        | 0.84   |
|NN 4161B  |20 44 29.9|+08 54 07| 12.54 |m         | 52.0          |        |        | 1.15   |
|NN 3510A  |08 39 48.9|+08 56 09| 12.93 |m+        | 40.0          | 1.58   | 1.29   |        |
|NN 3511B  |08 39 48.9|+08 56 09| 12.96 |m+        | 40.0          |        |        | 1.05   |
|Wo 9112   |03 14 45.6|+08 59 12|  7.83 |K1 V      | 43.6          | 0.86   | 0.57   | 0.31   |
|Gl 473A   |12 33 23.3|+09 01 04| 13.04 |dM5.5eJ   |232.2          | 1.83   | 1.20   | 1.62   |
|Gl 473B   |12 33 23.3|+09 01 04| 13.30 |M7        |232.2          |        |        |        |
|Gl 138.1A |03 20 35.8|+09 02 05|  8.45 |dG2       | 22.0          | 0.68   | 0.16   | 0.39   |
|Gl 138.1B |03 20 40.8|+09 02 10| 15.13 |k-m       | 22.0          |        |        | 1.18   |
|NN 3802   |13 43 02.1|+09 04 31| 13.09 |m         | 51.0          |        |        | 1.15   |
|NN 3052   |00 44 17.7|+09 07 37| 13.80 |m         | 81.0          |        |        | 1.35   |
|GJ 1201   |16 27 53.8|+09 12 41| 16.13 |DA s      | 44.3          | 0.38   |-0.45   |        |
|Gl 863    |22 33 00.7|+09 22 35| 10.37 |M0        | 66.0          | 1.51   | 1.16   | 0.83   |
|Gl 824    |21 16 31.6|+09 23 40|  7.95 |dK8       | 61.0          | 1.02   | 0.84   | 0.40   |
|NN 3277   |04 22 58.7|+09 24 09|  8.04 |G5        | 40.0          |        |        |        |
|Gl 504    |13 16 48.1|+09 25 18|  5.20 |G0 V      | 74.2          | 0.58   | 0.10   | 0.20   |
|NN 3751   |12 49 35.4|+09 28 28| 13.07 |M3.5      | 39.7          | 1.56   |        | 1.16   |
|NN 3334   |05 07 38.5|+09 28 35|  6.17 |G1 IV     | 40.2          | 0.62   | 0.10   | 0.22   |
|Gl 319C   |08 42 51.4|+09 33 41| 11.79 |M3.5      | 66.8          | 1.54   | 1.20   | 1.05   |
|Wo 9615B  |18 07 21.5|+09 33 45| 14.00 |          | 48.6          |        |        | 0.40   |
|Wo 9615A  |18 07 21.5|+09 33 45|  3.73 |A4 V      | 48.6          | 0.12   | 0.10   |-0.04   |
|Gl 319A   |08 42 44.4|+09 33 53|  9.70 |M0   J    | 66.8          | 1.41   | 1.27   | 0.73   |
|Gl 319B   |08 42 44.4|+09 33 53| 13.10 |          | 66.8          |        |        |        |
|Gl 203    |05 28 01.0|+09 39 13| 12.48 |M3.5      | 99.7          | 1.64   | 1.21   | 1.18   |
|Gl 791.2  |20 29 45.8|+09 41 17| 13.05 |dM6  e    |114.2          | 1.65   | 1.28   | 1.32   |
|NN 4328   |23 17 31.6|+09 41 36|  9.72 |dK8       | 51.4          | 1.13   | 0.98   | 0.50   |
|NN 3619   |10 46 04.5|+09 42 05| 13.55 |m         | 43.0          |        |        | 1.16   |
|NN 3869B  |14 51 03.0|+09 43 17|  8.90 |k         | 43.0          |        |        |        |
|NN 3868A  |14 51 03.0|+09 43 23|  7.40 |dG5       | 43.0          | 0.76   | 0.34   |        |
|NN 3860   |14 35 59.5|+09 44 58|  7.50 |K0        | 67.0          | 0.99   | 0.78   |        |
|Gl 486    |12 48 00.4|+09 45 33| 11.38 |dM4       |115.6          | 1.57   | 1.18   | 1.22   |
|NN 3097   |01 25 35.8|+09 45 47| 13.13 |dM3.5     | 67.0          | 1.68   | 1.38   | 1.23   |
|Gl 452.1  |11 54 08.1|+09 49 00| 12.77 |M3.5      | 96.1          | 1.69   | 1.25   | 1.15   |
|Gl 206    |05 32 15.2|+09 49 25| 11.52 |dM4  e    | 70.9          | 1.63   | 1.07   | 1.20   |
|Gl 476    |12 35 02.0|+09 49 59| 11.42 |M3        | 69.4          | 1.42   | 1.01   | 0.99   |
|Wo 9801A  |22 52 22.4|+09 50 03|  5.16 |F7 IV     | 41.0          | 0.48   |-0.01   | 0.17   |
|NN 3960   |16 32 52.0|+09 50 19| 13.05 |m         | 60.0          | 1.66   |        | 1.18   |
|Gl 173.1B |04 39 43.6|+09 51 56| 14.19 |k-m       | 49.4          | 1.57   | 1.06   | 1.10   |
|Gl 173.1A |04 39 42.6|+09 52 38|  9.20 |K3 V      | 49.4          | 1.02   | 0.82   | 0.43   |
|Wo 9801B  |22 52 28.4|+09 54 03| 13.52 |M3:       | 41.0          | 1.66   | 1.32   | 1.10   |
|NN 3226   |03 27 37.8|+09 56 05| 10.45 |K7        | 40.0          | 1.39   | 1.25   | 0.62   |
|NN 4368   |23 50 34.2|+09 56 41| 11.50 |M1        | 77.0          | 1.45   | 1.13   | 1.07   |
|NN 3689A  |11 52 22.2|+09 56 49|  7.54 |K0        | 63.0          | 1.06   | 0.90   | 0.36   |
|NN 3874   |14 54 54.6|+09 56 58| 11.30 |M0.5      | 42.0          | 1.40   | 1.11   | 0.80   |
|NN 3322   |05 01 59.1|+09 59 05| 11.47 |dM3       |142.0          | 1.52   | 0.98   | 1.24   |
|Gl 822B   |21 14 29.0|+10 00 41|  5.40 |F7 V      | 53.3          |        |        |        |
|Gl 822A   |21 14 29.0|+10 00 41|  5.11 |F7 V      | 53.3          | 0.50   |-0.01   | 0.18   |
|NN 3690B  |11 52 19.2|+10 00 55| 15.00 |m         | 63.0          |        |        |        |
|GJ 1055   |03 08 59.3|+10 01 55| 14.85 |m         | 84.2          | 1.72   | 1.30   | 1.45   |
|NN 3715   |12 12 57.1|+10 02 31|  7.92 |G8 V      | 36.0          | 0.79   | 0.45   |        |
|NN 4363   |23 49 15.2|+10 05 59| 13.57 |dM4  :    | 47.0          |        |        | 1.19   |
|Wo 9099   |02 44 55.5|+10 06 56|  4.27 |F0 IV     | 48.3          | 0.31   | 0.08   | 0.05   |
|NN 3666   |11 28 58.5|+10 10 16| 12.56 |M3        | 63.8          | 1.60   | 1.14   | 1.20   |
|NN 3487   |08 14 31.9|+10 11 20|  7.32 |G5        | 80.0          |        |        |        |
|Gl 16     |00 18 16.6|+10 12 09| 10.90 |dM0       | 35.9          | 1.50   | 1.20   | 0.89   |
|NN 3643   |11 05 40.7|+10 14 47| 12.40 |M3.5      | 55.0          |        |        | 1.06   |
|NN 3716   |12 13 26.1|+10 15 43|  5.85 |A2 m      |147.5          | 0.27   | 0.11   |        |
|NN 3354B  |05 34 15.8|+10 19 22| 13.62 |M3.5      | 51.0          |        |        | 1.21   |
|NN 3353A  |05 34 15.8|+10 19 28| 12.32 |M3        | 51.0          |        |        | 1.06   |
|Gl 228B   |06 10 54.9|+10 19 54| 12.50 |          |100.8          |        |        |        |
|Gl 228A   |06 10 54.9|+10 19 54| 10.58 |dM2.5 J   |100.8          | 1.46   | 1.08   | 1.03   |
|NN 3128   |02 02 16.8|+10 20 26| 15.61 |m         |112.0          | 2.02   |        |        |
|GJ 1178   |13 47 27.2|+10 21 46| 15.08 |DA7       | 50.3          | 0.38   |-0.48   |        |
|Gl 514    |13 29 56.1|+10 23 32|  9.05 |M1 V      |138.7          | 1.50   | 1.24   | 0.81   |
|NN 3835   |14 14 58.9|+10 24 58| 12.37 |M2        | 43.0          | 1.52   | 1.21   |        |
|Gl 768.1A |19 51 00.9|+10 25 06|  5.11 |F8 V      | 59.0          | 0.55   | 0.07   |        |
|Gl 768.1B |19 51 00.9|+10 25 06| 13.10 |M3        | 59.0          |        |        | 1.18   |
|GJ 1014   |00 35 51.6|+10 28 55| 15.32 |          | 64.0          | 1.89   |        | 1.50   |
|NN 3838   |14 17 05.7|+10 35 39| 11.52 |M2        | 55.0          | 1.52   | 1.27   | 0.93   |
|NN 3906   |15 27 38.9|+10 35 56|  9.86 |K5        | 44.0          | 1.30   |        | 0.55   |
|Gl 828.4  |21 28 11.1|+10 36 37|  8.73 |K2        | 30.0          | 0.86   | 0.60   |        |
|NN 4169   |20 53 34.7|+10 37 25| 13.97 |m         | 72.2          | 1.73   |        | 1.32   |
|Gl 230    |06 13 12.3|+10 37 50|  6.45 |G2 V      | 56.9          | 0.67   | 0.15   | 0.22   |
|Gl 727    |18 48 28.4|+10 45 07|  7.97 |dK4       | 64.1          | 1.07   | 0.98   | 0.40   |
|Gl 538    |14 03 32.2|+10 47 25|  6.30 |G8 V      | 65.8          | 0.74   | 0.29   | 0.26   |
|Gl 120    |02 57 25.5|+10 47 49| 13.03 |dM4       | 46.8          | 1.56   | 1.11   | 1.10   |
|Gl 600    |15 52 08.8|+10 52 41|  9.36 |dM0       | 47.4          | 1.42   | 1.27   | 0.65   |
|Gl 734B   |18 54 54.2|+10 58 29| 12.30 |          | 62.1          |        |        |        |
|Gl 734A   |18 54 54.2|+10 58 29|  9.44 |dM0       | 62.1          | 1.36   | 1.30   | 0.66   |
|NN 3326   |05 04 15.3|+11 03 13| 13.75 |m         | 73.0          |        |        | 1.32   |
|NN 3998   |17 16 00.9|+11 03 44| 10.84 |M2.5      | 59.0          | 1.38   | 1.27   | 0.86   |
|GJ 1156   |12 19 04.7|+11 07 21| 13.81 |dM   e    |152.9          | 1.88   | 1.05   | 1.59   |
|GJ 1272A  |22 45 27.5|+11 11 42|  9.98 |dK6       | 29.0          | 1.13   | 1.02   | 0.51   |
|GJ 1272B  |22 45 27.5|+11 11 42| 12.00 |          | 29.0          |        |        |        |
|NN 3302   |04 36 38.0|+11 13 02| 14.30 |k-m       | 40.4          | 1.62   | 1.16   | 1.24   |
|Gl 208    |05 36 31.0|+11 19 43|  8.80 |dM0       | 86.1          | 1.40   | 1.18   | 0.65   |
|GJ 1184   |14 32 13.5|+11 21 00|  9.69 |K5        | 41.5          | 1.21   | 1.17   | 0.57   |
|NN 4059   |18 26 24.5|+11 21 08| 12.85 |m         | 52.0          |        |        | 1.12   |
|Gl 513    |13 29 20.6|+11 27 25| 12.13 |M5        | 51.8          | 1.46   | 1.00   | 1.10   |
|Gl 315    |08 39 51.3|+11 31 45|  7.64 |K1 V      | 50.7          | 0.82   | 0.46   | 0.31   |
|NN 3140   |02 10 13.9|+11 32 08| 12.72 |dM4       | 90.0          |        |        |        |
|GJ 1186   |14 53 37.3|+11 34 48| 15.29 |m         | 53.9          | 1.82   |        | 1.40   |
|NN 3398   |06 36 07.4|+11 37 35| 14.22 |k-m       | 55.1          | 1.65   |        | 1.30   |
|NN 4126   |19 52 04.7|+11 37 58|  6.13 |G0 V      | 51.0          | 0.65   | 0.13   |        |
|Gl 330    |08 57 04.7|+11 39 07| 10.60 |dM5       | 65.5          | 1.53   | 1.21   | 0.84   |
|GJ 1215   |17 17 45.2|+11 40 33| 15.10 |m         | 78.8          | 1.88   |        | 1.50   |
|NN 3221   |03 23 23.3|+11 41 19| 12.19 |m         | 54.8          | 1.56   | 1.25   | 1.09   |
|Gl 480    |12 38 56.5|+11 41 55| 11.52 |dM4       | 80.2          | 1.48   | 1.19   | 1.08   |
|Gl 112.1  |02 46 16.8|+11 46 40|  8.59 |dK8       | 73.0          | 1.28   | 1.24   | 0.52   |
|NN 3291   |04 27 52.5|+11 47 20| 13.85 |k         | 43.0          |        |        | 1.20   |
|NN 3576   |09 58 00.0|+11 48 33| 14.66 |m         | 46.0          |        |        | 1.31   |
|NN 3695   |11 57 35.0|+11 49 30| 11.86 |M2.5      | 48.0          | 1.45   | 1.15   | 0.93   |
|Gl 642    |16 54 14.2|+11 54 42| 10.74 |dM1.5     | 45.0          | 1.45   | 1.24   | 0.71   |
|GJ 1063   |03 44 50.3|+11 55 04|  9.15 |dK8       | 48.0          | 1.18   | 1.16   | 0.48   |
|NN 3990   |17 09 54.0|+11 55 36| 13.99 |m         | 52.0          |        |        | 1.26   |
|Gl 759    |19 24 55.6|+11 56 10|  5.16 |G8 IV     | 64.3          | 0.77   | 0.42   | 0.24   |
|NN 3598   |10 24 19.6|+11 57 16| 12.46 |M0        | 45.0          | 1.57   | 1.28   | 1.01   |
|NN 3636   |11 00 49.5|+12 03 53| 15.96 |M5  e     | 49.0          |        |        | 1.50   |
|NN 3160   |02 28 54.3|+12 05 22| 12.01 |M1        | 56.0          | 1.57   | 1.17   | 1.01   |
|NN 3850   |14 29 02.1|+12 07 15|  8.38 |G5        | 46.0          |        |        |        |
|NN 4336   |23 26 30.6|+12 09 19| 12.63 |m         | 47.0          |        |        | 1.06   |
|Gl 251.1  |06 54 57.8|+12 09 50| 10.55 |dM1.5     | 29.0          | 1.24   | 1.23   | 0.50   |
|Gl 872A   |22 46 41.2|+12 10 50|  4.19 |F6 IV-V   | 50.0          | 0.50   |-0.03   | 0.19   |
|Gl 872B   |22 46 41.2|+12 10 50| 11.70 |M1        | 50.0          |        |        |        |
|NN 3285   |04 25 53.9|+12 11 58| 15.50 |DC8       | 81.0          |        |        |        |
|GJ 1269A  |22 28 07.1|+12 14 57|  7.15 |K0 V      | 62.0          | 0.90   | 0.56   |        |
|GJ 1269B  |22 28 07.1|+12 14 57| 10.10 |          | 62.0          |        |        |        |
|Wo 9207   |06 16 26.2|+12 16 12|  5.04 |F5 IV-V   | 43.4          | 0.42   |-0.02   |        |
|Gl 494    |13 00 49.0|+12 22 34|  9.75 |dM1.5e    | 89.9          | 1.47   | 1.10   | 0.87   |
|NN 3871   |14 52 28.7|+12 23 45| 11.61 |k         | 61.0          | 1.52   | 1.21   |        |
|Gl 74     |01 46 38.2|+12 24 46|  8.90 |dK8       | 40.0          | 1.05   | 0.91   | 0.40   |
|Gl 213    |05 42 02.5|+12 30 43| 11.53 |M4        |166.5          | 1.62   | 1.20   | 1.27   |
|NN 3348B  |05 28 56.4|+12 32 03| 13.98 |m         | 39.5          | 1.65   | 1.37   |        |
|NN 3245   |03 42 27.9|+12 32 25| 12.91 |M0.5      | 45.1          | 1.54   | 1.24   | 0.86   |
|NN 3347A  |05 28 51.4|+12 33 16|  6.75 |G0 V      | 39.5          | 0.58   | 0.07   | 0.29   |
|Gl 681    |17 34 56.0|+12 33 48|  2.08 |A5 III    | 64.6          | 0.15   | 0.10   | 0.00   |
|NN 3817   |13 58 15.4|+12 34 08| 12.26 |M3        | 76.0          | 1.66   | 1.28   | 1.16   |
|Gl 464    |12 23 53.3|+12 34 59| 10.39 |dM2       | 49.3          | 1.44   | 1.25   | 0.72   |
|GJ 1203   |16 32 47.9|+12 36 49| 12.18 |k-m       | 50.7          | 1.46   | 1.14   | 1.06   |
|NN 3051   |00 44 18.5|+12 37 13| 12.79 |m         | 55.0          | 1.49   | 1.02   | 1.15   |
|NN 3362   |05 40 15.7|+12 39 08| 11.36 |M3        | 47.0          | 1.46   |        | 0.85   |
|NN 4227   |21 51 14.7|+12 50 29| 13.42 |m         | 38.1          | 1.50   | 1.10   | 1.17   |
|NN 3531   |09 06 15.4|+12 51 44| 13.31 |m         | 50.0          |        |        | 1.17   |
|Gl 242    |06 45 17.8|+12 53 55|  3.36 |F5 III    | 50.2          | 0.43   | 0.06   |        |
|NN 3568   |09 47 35.3|+12 56 28| 13.38 |m         | 54.0          |        |        | 1.20   |
|Gl 533    |13 53 28.5|+12 57 04|  9.80 |dM0       | 71.0          | 1.40   | 1.27   | 0.68   |
|GJ 2057   |07 23 47.2|+12 58 13|  8.20 |K2        | 43.0          | 0.94   | 0.80   | 0.34   |
|NN 3841   |14 19 15.9|+13 00 14|  5.41 |dF1       | 40.4          | 0.38   |-0.03   |        |
|NN 3488   |08 14 37.7|+13 01 20|  8.85 |K4        | 53.0          | 1.20   | 1.13   |        |
|Gl 83.1   |02 00 09.4|+13 04 37| 12.28 |dM8  e    |223.8          | 1.80   | 1.35   | 1.39   |
|GJ 1259   |20 55 04.5|+13 10 18|  8.81 |K3 V      | 43.0          | 1.05   | 1.05   | 0.42   |
|Wo 9220B  |06 54 38.0|+13 10 45|  7.68 |G6 V      | 39.0          | 0.72   | 0.20   |        |
|Wo 9220A  |06 54 38.0|+13 10 45|  4.74 |A9 V p    | 39.0          | 0.31   | 0.03   |        |
|NN 3924   |15 53 12.4|+13 12 15|  6.10 |G1 V      | 53.0          | 0.60   | 0.00   | 0.22   |
|Gl 361    |09 41 12.8|+13 12 43| 10.37 |dM2  e    | 80.3          | 1.50   | 1.25   | 0.92   |
|Wo 9394   |12 12 02.0|+13 16 01| 10.18 |F6 V-VI   | 41.4          | 0.47   |-0.18   | 0.20   |
|Gl 647    |16 57 46.6|+13 17 26| 10.66 |dM0       | 26.2          | 1.36   | 1.31   | 0.67   |
|GJ 1199   |16 11 25.6|+13 22 42| 15.09 |DA6       | 54.9          | 0.23   |-0.64   |        |
|NN 3980   |16 57 22.3|+13 28 19| 14.35 |m         | 42.0          |        |        | 1.25   |
|Gl 615.1B |16 13 17.4|+13 32 02|  7.50 |G8 V      | 51.8          |        |        |        |
|Gl 615.1A |16 13 17.4|+13 32 02|  7.36 |G8 V      | 51.8          | 0.76   | 0.39   |        |
|Gl 12     |00 15 46.8|+13 33 04| 12.58 |dM3.5     | 86.3          | 1.66   | 1.33   | 1.12   |
|NN 3129   |02 02 42.8|+13 34 43| 14.27 |dM5  :    | 58.0          |        |        |        |
|NN 3146   |02 16 29.7|+13 35 59| 15.79 |m         |118.2          | 1.98   |        |        |
|NN 4065   |18 36 18.8|+13 36 15| 12.46 |M3.5      | 89.0          |        |        | 1.23   |
|NN 4228   |21 51 48.2|+13 36 25| 13.93 |m         | 68.0          |        |        | 1.32   |
|NN 3822   |14 02 19.5|+13 41 29| 10.65 |dM0.5     | 55.0          | 1.47   |        | 0.80   |
|GJ 1229   |18 32 09.6|+13 44 03|  7.20 |G8 V      | 40.0          | 0.68   | 0.24   |        |
|NN 3557   |09 27 56.0|+13 45 00|  7.81 |G5        | 49.0          |        |        |        |
|Gl 512.1  |13 28 26.6|+13 47 12|  4.98 |G2.5 Va   |112.0          | 0.71   | 0.26   | 0.24   |
|Gl 295.1  |08 00 16.1|+13 47 55| 10.36 |K5  e     | 31.0          | 1.26   | 1.30   | 0.50   |
|NN 4095AB |19 05 24.0|+13 52 07|  2.99 |A0 Vn     | 39.8          | 0.01   |-0.01   |-0.07   |
|NN 3356   |05 34 52.1|+13 53 02| 11.81 |M3.5      | 80.7          | 1.59   |        | 1.15   |
|NN 4071   |18 42 44.6|+13 54 01| 12.81 |m         | 96.0          |        |        | 1.28   |
|Wo 9106   |02 56 12.1|+13 54 52|  9.05 |K0        | 23.0          | 0.81   | 0.46   |        |
|Gl 708.2  |18 16 02.3|+13 55 11| 10.20 |dM0       | 53.2          | 1.44   | 1.24   | 0.69   |
|Gl 224    |05 56 02.3|+13 55 54|  6.61 |G5 IV     | 47.4          | 0.65   | 0.13   | 0.22   |
|Wo 9798   |22 51 24.8|+13 58 02|  8.30 |dK4       | 35.0          | 0.84   | 0.44   |        |
|NN 3981   |16 58 26.7|+13 58 05| 13.13 |m         | 77.0          |        |        | 1.26   |
|Gl 403    |10 52 08.7|+13 59 45| 12.67 |dM3       | 83.7          | 1.65   | 1.25   | 1.16   |
|NN 3494   |08 20 55.6|+14 04 27|  9.82 |K5        | 44.0          | 1.29   | 1.21   | 0.55   |
|NN 3418   |06 58 12.2|+14 13 12|  8.28 |G5        | 48.0          |        |        |        |
|NN 3292   |04 29 17.3|+14 13 44| 13.50 |m         | 79.0          |        |        | 1.31   |
|NN 3909   |15 31 39.2|+14 15 34|  7.70 |G5        | 88.0          |        |        |        |
|GJ 1193   |15 34 33.1|+14 16 20| 13.83 |M3.5      | 48.4          | 1.57   | 1.08   | 1.21   |
|Gl 143.3  |03 31 46.2|+14 19 51| 12.27 |sdM3      | 51.3          | 1.55   | 1.00   | 1.00   |
|NN 3670B  |11 31 46.0|+14 22 02|  9.22 |K6 IV     | 41.0          | 1.14   | 1.03   |        |
|NN 3669A  |11 31 46.0|+14 22 02|  6.20 |G0 V      | 41.0          | 0.57   | 0.07   |        |
|NN 3813   |13 52 36.7|+14 25 26| 11.63 |M2        | 62.0          | 1.50   |        | 1.00   |
|NN 3330   |05 06 41.4|+14 26 57|  7.75 |K0 V      | 41.0          | 0.80   | 0.41   |        |
|GJ 1219   |17 27 43.7|+14 29 22| 13.69 |m         | 50.8          | 1.76   | 1.21   | 1.18   |
|NN 4259   |22 09 46.8|+14 29 34| 15.66 |DA6       | 39.7          | 0.23   |-0.54   |        |
|Gl 448    |11 49 05.7|+14 34 25|  2.14 |A3 V      | 78.9          | 0.09   | 0.07   |-0.00   |
|Gl 276    |07 31 07.9|+14 37 08|  8.98 |dK8       | 45.6          | 1.10   | 1.06   | 0.45   |
|Gl 755.1  |19 21 40.4|+14 40 39| 13.01 |DA5       | 50.9          | 0.06   |-0.66   |        |
|GJ 2077   |10 01 50.5|+14 41 25| 15.37 |DC7       | 46.0          | 0.36   |-0.49   |        |
|NN 4031   |17 51 31.2|+14 45 18| 13.71 |m         | 43.0          |        |        | 1.18   |
